EmployeeID,Employee Name ,OfficeState,DeviceType,EligibleForPromotion,RepeatHire,Organization,Department,BaseSalaryUSD,VacationHoursBalance,EmployeeRating,CurrentPeriodHours,PriorPeriodHours,PerformanceRating,NumberOfPreviousJobs,DaysSinceVacation,StartMonth,StartWeek,EmployeeTenure,Still Employed
jw51253,Ursala Minogue,CT,-,no,no,Procurement,Contracting,128350,10,2,152.8,120.6,9.2,2,134,Oct,W44,101,Yes
ka58978,Berte Bazek,IL,-,no,no,Procurement,Contracting,98700,17,0,181.9,201.8,11.6,5,114,Jul,W30,104,Yes
kb18429,Merrill O'Mullally,KS,-,no,no,Procurement,Contracting,161350,17,2,234.5,197.3,14.9,3,116,Sep,W37,115,Yes
kd57392,Sallyanne Tattersdill,NH,iPhone,no,no,Procurement,Contracting,175100,16,0,307.1,186,8.4,11,103,Jul,W28,92,Yes
kd93593,Stoddard Barta,IN,-,yes,no,Procurement,Contracting,99350,24,0,289.9,276.5,12.3,2,103,May,W20,131,Yes
ki59904,Milissent Aspinal,NV,iPhone,no,no,Procurement,Contracting,94250,18,2,186.2,213.4,7.9,2,97,Jun,W23,57,Yes
ki83415,Lorri Giffkins,LA,-,yes,no,Procurement,Contracting,235100,19,2,177.9,220.1,9.8,6,128,Sep,W38,102,Yes
kj46707,Lynnett Perks,MA,-,no,no,Procurement,Contracting,116700,18,1,152.7,212.2,10.5,2,144,Aug,W35,103,Yes
kj48631,Ilise Northedge,AL,-,no,no,Procurement,Contracting,197650,17,0,213.7,205.5,11.9,2,135,Dec,W51,99,Yes
kn19997,Chelsey Longmore,SD,Galaxy,no,no,Procurement,Contracting,139250,22,0,192.9,255.6,15.7,4,100,Nov,W47,76,Yes
kn63949,Berenice Farrent,AZ,iPhone,no,no,Procurement,Contracting,151900,18,4,152.7,215.7,10.6,2,94,Apr,W16,59,Yes
kn97914,Haleigh Cunney,LA,-,yes,no,Procurement,Contracting,190400,20,1,293.9,233.5,8.8,4,104,Jun,W27,129,Yes
ko70263,Shir Wyley,SD,Galaxy,no,no,Procurement,Contracting,204150,20,2,217,230.3,5.2,1,124,Jun,W23,81,Yes
kp93679,Isabella Shapland,TN,iPhone,no,no,Procurement,Contracting,175250,22,1,117.1,256.4,9,3,153,Dec,W49,87,Yes
kq23198,Maurise Pottle,AL,-,yes,no,Procurement,Contracting,209600,12,1,189.8,141.4,13,5,127,Feb,W06,97,Yes
kq58348,Guillemette McFadyen,PA,iPhone,no,no,Procurement,Contracting,174350,14,3,149.5,160.5,10.7,2,110,Oct,W41,89,Yes
kq60197,Hanni Chesman,KY,-,no,no,Procurement,Contracting,135850,22,2,115.7,264,9.7,7,79,Sep,W36,103,Yes
kt52864,Corena Mulder,MN,-,no,no,Procurement,Contracting,89950,4,0,189.6,43.9,13.1,5,103,Oct,W43,113,Yes
kx31131,Gennifer Cowsby,AK,-,no,no,Procurement,Contracting,87550,21,1,170.2,242.3,7.9,3,118,Mar,W10,133,Yes
kx84267,Amalle Caddy,RI,iPhone,yes,no,Procurement,Contracting,80750,14,0,200.6,167.9,11.2,2,107,Jul,W27,93,Yes
kz57634,Dodi Dudek,IA,-,no,no,Procurement,Contracting,198800,19,0,182.9,218.9,9.5,3,126,Dec,W51,99,Yes
kz84023,Toma Matchett,NH,-,no,no,Procurement,Contracting,152400,16,1,253.2,188.8,12.1,5,80,Mar,W12,96,Yes
la72076,Lynelle McVity,WY,iPhone,no,no,Procurement,Contracting,87400,24,2,228.1,281.7,13.2,5,140,Oct,W41,77,Yes
la73076,Coretta Balcombe,NY,Galaxy,no,no,Procurement,Contracting,103850,14,1,194.8,167.2,9.7,6,77,May,W22,70,Yes
lb26903,Katharyn Manthorpe,KY,-,no,no,Procurement,Contracting,189400,14,1,160.6,163.2,11.2,6,122,Oct,W44,125,Yes
ld89884,Amelie MacCleay,DE,-,no,no,Procurement,Contracting,118150,11,0,272,132.9,12.1,1,108,Oct,W41,114,Yes
lf68214,Dorella Engeham,NJ,-,no,no,Procurement,Contracting,119350,23,1,188.3,271.8,11.1,9,107,Feb,W07,97,Yes
lf68340,Caron Dingley,AR,-,no,no,Procurement,Contracting,145100,20,2,119,240.2,11.4,4,97,Jul,W28,104,Yes
lg32568,Inna Samarth,MI,-,no,no,Procurement,Contracting,16050,22,1,109.6,258.4,14.8,4,96,Apr,W18,95,Yes
li32490,Charlot Shawl,OH,iPhone,no,no,Procurement,Contracting,167300,14,2,132.6,168,12.7,7,125,Mar,W11,84,Yes
li64005,Peta Attwill,KY,iPhone,no,no,Procurement,Contracting,163300,14,0,169.7,163.6,6.1,3,103,Jan,W04,86,Yes
li77662,Janaye Hasney,OR,-,yes,no,Procurement,Contracting,159800,13,2,201.9,151.3,10.5,3,122,Mar,W09,109,Yes
lj25495,Helge Golden of Ireland,MT,-,no,no,Procurement,Contracting,139000,12,1,253.4,143.7,12.6,5,126,Aug,W32,140,Yes
lq92597,Corrianne Ames,CA,-,yes,no,Procurement,Contracting,155900,17,1,180.1,195.5,10.5,5,121,Jun,W26,129,Yes
lr64668,Corrine McKain,NJ,iPhone,no,no,Procurement,Contracting,134800,11,2,229.8,130.4,6.9,5,111,May,W22,69,Yes
lr79205,Camilla O'Finan,WV,Galaxy,yes,no,Procurement,Contracting,95200,18,2,150.3,208,11.3,4,127,Jun,W25,93,Yes
lt42234,Hildy Whittet,NJ,iPhone,yes,no,Procurement,Contracting,159550,19,3,145.7,221,10,4,162,Dec,W52,87,Yes
lt75654,Kyle Winchcombe,WY,-,no,no,Procurement,Contracting,200500,7,3,212.8,80.6,5.8,2,106,Apr,W16,107,Yes
lu19261,Melisandra Ronchi,NE,-,no,no,Procurement,Contracting,168550,24,3,146.2,279.3,14.8,8,116,Feb,W07,97,Yes
lw20896,Angelika Rubinovici,HI,-,yes,no,Procurement,Contracting,128700,13,1,250.1,152.4,0,0,112,Jan,W03,98,Yes
lw50630,Shae Shorbrook,IN,-,no,no,Procurement,Contracting,156000,14,3,193.8,170.5,8.3,5,95,Mar,W11,96,Yes
lx76297,Jacki Pointon,TX,-,no,no,Procurement,Contracting,165600,15,0,225.1,170.9,13.9,4,114,Jan,W01,111,Yes
ly90192,Juliane Gristhwaite,MO,-,no,no,Procurement,Contracting,71000,19,0,349.7,221.1,12.6,3,78,Dec,W50,100,Yes
mb38520,Roxine Ambrose,VT,-,yes,no,Procurement,Contracting,196950,19,0,201.7,225.1,12.1,2,103,Oct,W41,114,Yes
md31734,Zaneta Huie,AZ,Galaxy,no,no,Procurement,Contracting,119950,13,2,254.7,147.2,8,7,115,May,W21,94,Yes
md49077,Ronalda Boother,MA,iPhone,no,no,Procurement,Contracting,134200,20,2,210,234,12.2,5,108,Dec,W49,75,Yes
mf14132,Darrelle McClifferty,SC,-,no,no,Procurement,Contracting,159300,17,1,216.1,199.9,12.6,8,141,Jul,W30,104,Yes
mf30713,Rozina Egdal,VA,-,yes,yes,Procurement,Contracting,148350,19,2,116.3,224.2,12.3,10,107,Apr,W14,108,Yes
mf61957,Camilla Grevile,WY,-,no,no,Procurement,Contracting,136500,14,1,187.1,163.2,9,3,141,Sep,W37,115,Yes
mi68639,Franky Bleyman,VT,iPhone,no,no,Procurement,Contracting,161850,18,2,161.2,215.6,10,1,128,Oct,W43,77,Yes
mk62201,Morganica Shirtcliffe,NE,-,no,no,Procurement,Contracting,179450,18,0,193.9,206.9,5.6,4,123,May,W19,107,Yes
ml48522,Mariejeanne Worsnup,CT,Galaxy,no,no,Procurement,Contracting,188550,14,1,210.2,166,13.2,4,140,Dec,W49,88,Yes
ml55188,Jermaine Clegg,UT,-,yes,no,Procurement,Contracting,183200,21,1,147,241.8,9.6,3,107,Jan,W05,98,Yes
ml82457,Andy Roloff,ND,-,no,no,Procurement,Contracting,139650,20,2,187.3,233.7,11.8,1,122,Apr,W16,95,Yes
mm57305,Sibley Stailey,MS,-,yes,no,Procurement,Contracting,168750,23,1,209.9,270.6,8.1,10,89,Sep,W38,127,Yes
mm58409,Fulvia Lapidus,WY,-,no,yes,Procurement,Contracting,210400,9,2,232,108.5,10.6,3,133,Sep,W39,102,Yes
mm60030,Naoma Blasik,CO,-,yes,no,Procurement,Contracting,182400,17,1,134.6,205.2,8.1,2,102,Oct,W41,114,Yes
mn11462,Lenna Britland,WV,Galaxy,no,no,Procurement,Contracting,128800,11,0,235.3,131.7,11.8,4,93,Jul,W29,92,Yes
mn38421,Dina Brosius,AL,Galaxy,no,no,Procurement,Contracting,171950,17,0,101.7,201.5,6.8,4,126,Sep,W36,91,Yes
mp31759,Ashleigh Sloss,RI,-,yes,no,Procurement,Contracting,191950,16,4,232.4,193,8.4,9,132,Feb,W07,97,Yes
mp88527,Astrid Giraldo,KS,-,no,no,Procurement,Contracting,195650,19,4,204.7,220.4,10.7,7,94,Jul,W27,117,Yes
mr56795,Danice Brinson,OH,-,no,no,Procurement,Contracting,159650,13,2,213.9,154.6,10.1,3,112,Nov,W45,113,Yes
ms38958,Devora Wedmore.,OH,-,no,no,Procurement,Contracting,97600,7,0,304.3,81.9,12,4,141,Jul,W29,129,Yes
mw49923,Eddy Clixby,UT,-,yes,no,Procurement,Contracting,196000,19,0,244,224.1,11.1,2,118,Feb,W08,97,Yes
mw82611,Eba Guerre,WI,Galaxy,yes,no,Procurement,Contracting,185750,17,2,151.1,196.7,9.9,4,89,Nov,W46,64,Yes
mw95933,Cristen MacSween,WY,-,yes,no,Procurement,Contracting,141850,23,1,171,273.2,11.5,1,99,Jul,W31,104,Yes
mx55660,Grier Cooney,NV,Galaxy,no,no,Procurement,Contracting,113650,17,0,280.5,195.3,5.9,2,102,Sep,W39,78,Yes
my83675,Karilynn Hamnett,CO,iPhone,no,no,Procurement,Contracting,113750,15,0,112.2,180.5,8.9,4,109,Nov,W45,88,Yes
na11092,Demetra Boxall,IA,-,yes,no,Procurement,Contracting,100650,12,1,158.1,144.1,8.5,6,123,Aug,W32,104,Yes
nb17952,Evvy Crowder,ID,Galaxy,yes,no,Procurement,Contracting,164800,16,0,196.3,189.8,12.6,7,96,Jan,W05,74,Yes
nc11528,Ebba Ondrusek,CT,-,no,no,Procurement,Contracting,109400,10,0,198.4,117.6,10.8,5,109,Jun,W27,129,Yes
nc45858,Ann-marie Garrioch,SC,-,no,no,Procurement,Contracting,119450,16,2,227,186.8,9.5,5,111,Apr,W16,95,Yes
ne89665,Oneida Dowber,MN,-,yes,no,Procurement,Contracting,140150,18,1,231.2,209.3,6.7,9,120,Oct,W40,114,Yes
ne92890,Elana Scardefield,OR,iPhone,no,no,Procurement,Contracting,72150,22,2,210.5,257.5,7.5,5,124,Jul,W28,80,Yes
nf38385,Idalina Scurry,VT,-,no,no,Procurement,Contracting,115750,19,3,196.9,220.9,13.3,7,125,Apr,W16,95,Yes
nh94028,Coretta Murton,NY,-,no,no,Procurement,Contracting,166100,15,0,178.5,181.2,8.9,4,124,Oct,W41,114,Yes
ni20106,Glennis Prinne,DC,-,no,no,Procurement,Contracting,137200,19,0,249.2,220.6,5.1,2,140,Oct,W43,113,Yes
ni65667,Zuzana Earry,ME,iPhone,no,no,Procurement,Contracting,109900,12,3,258.3,142.7,12.3,4,116,Apr,W18,83,Yes
ni82573,Lotty Witheford,WA,-,no,no,Procurement,Contracting,162450,24,2,84.8,282.8,12,4,71,Mar,W14,96,Yes
nk67398,Aretha Bentick,WA,-,yes,no,Procurement,Contracting,76850,17,0,227.1,201.3,13.1,4,124,Mar,W11,109,Yes
nm54329,Elvira Hardacre,CT,-,no,no,Procurement,Contracting,81100,18,1,136,207.2,5.6,5,116,Mar,W12,108,Yes
no25026,Lishe Maddigan,GA,-,yes,no,Procurement,Contracting,154550,19,2,262.7,228.1,9.2,4,138,Oct,W40,114,Yes
np86250,Jeane Fretter,MN,-,yes,no,Procurement,Contracting,191150,16,0,254.6,188.2,12.1,2,99,Nov,W47,100,Yes
nq28223,Murial Ledgeway,ME,-,no,no,Procurement,Contracting,197900,15,2,212.2,175.2,12.5,7,112,Feb,W09,109,Yes
ns18633,Annis Madill,WV,-,no,no,Procurement,Contracting,137950,21,2,180.1,244,9.1,4,137,Dec,W50,99,Yes
nt29618,Tresa Donaher,NY,Galaxy,no,no,Procurement,Contracting,184300,18,1,228.6,207.3,5.6,2,132,Jul,W30,80,Yes
nu20975,Davida Larkworthy,MO,-,no,no,Procurement,Contracting,175250,18,1,196.2,211.2,10.2,6,133,Aug,W33,103,Yes
nu59738,Jehanna Hubatsch,MS,-,no,no,Procurement,Contracting,80000,13,0,213.5,147.6,10.1,2,95,Mar,W13,96,Yes
nx76739,Gretna Durham,TN,Galaxy,no,no,Procurement,Contracting,139850,13,0,252.7,147.9,11.2,2,133,Sep,W37,78,Yes
ob60440,Kat Doblin,MT,-,no,no,Procurement,Contracting,146450,15,2,188.2,174,13,4,123,Nov,W45,101,Yes
od84083,Bonita Shufflebotham,AK,iPhone,no,no,Procurement,Contracting,70700,16,1,150.5,190.6,10.7,7,119,Oct,W44,77,Yes
od96139,Zarah Crosgrove,MS,-,no,no,Procurement,Contracting,141550,20,1,205.6,236.2,15.6,2,113,Sep,W39,114,Yes
oe25259,Odille Sabati,VA,-,no,no,Procurement,Contracting,142650,18,5,208.2,212.9,13,3,138,Nov,W49,124,Yes
oh71102,Virgina Blatherwick,KY,-,yes,no,Procurement,Contracting,120200,14,2,220,163,5.6,3,120,Jan,W04,110,Yes
oj29532,Jenna Lassell,ND,-,yes,no,Procurement,Contracting,135250,13,1,213.4,149.8,13,18,116,Feb,W07,109,Yes
oo19493,Kippy Lambal,KY,-,yes,no,Procurement,Contracting,233500,16,3,299.6,193.5,10.8,3,133,Sep,W38,102,Yes
oo68093,Michaella Palfreman,CO,-,no,no,Procurement,Contracting,107950,27,1,143.9,323.2,7.5,2,90,Jan,W02,111,Yes
oq15232,Chantal Alekhov,WY,-,no,no,Procurement,Contracting,163900,20,3,203.2,234.4,13,3,111,Apr,W14,108,Yes
or30592,Linn Vassbender,MI,Galaxy,no,no,Procurement,Contracting,204000,12,1,128.9,141,7.1,9,132,Aug,W34,91,Yes
os80369,Andree Planque,WI,iPhone,no,no,Procurement,Contracting,110150,21,3,172.1,246.2,9.4,10,114,May,W20,82,Yes
os81423,Vere Iacabucci,HI,-,yes,no,Procurement,Contracting,122000,19,0,175.4,223.5,11.2,5,162,Feb,W08,109,Yes
ot59765,Aloysia Feronet,PA,Galaxy,yes,no,Procurement,Contracting,127000,11,1,174.3,123.9,10.1,6,87,Oct,W40,77,Yes
ox64934,Antonella Josefer,ND,-,no,no,Procurement,Contracting,144000,22,1,197.1,253.5,8.9,5,128,Jun,W25,105,Yes
pb75149,Hephzibah Frowen,SD,iPhone,yes,no,Procurement,Acquisition Support,140850,18,0,243.3,215.6,9.8,6,109,Jun,W23,81,Yes
pd19042,Laurie Archard,ND,-,yes,no,Procurement,Acquisition Support,77800,19,2,229,219.9,12.7,8,128,Jul,W28,129,Yes
pd43345,Nike Crumpe,NY,-,no,no,Procurement,Acquisition Support,122900,22,2,253.2,258.8,7.4,9,81,May,W18,119,Yes
pf76749,Kandace Sissot,NJ,-,yes,no,Procurement,Acquisition Support,148500,20,1,305.4,232.1,8.9,2,120,Apr,W17,95,Yes
ph60761,Estella Alejandro,MA,-,no,no,Procurement,Acquisition Support,147050,16,0,290,190.4,10.4,2,123,Jan,W05,134,Yes
ph61165,Gisela Fernandez,ME,-,no,no,Procurement,Acquisition Support,171300,11,1,220.6,129.2,12.9,4,125,Sep,W40,126,Yes
ph76502,Angy Stancliffe,OR,-,no,no,Procurement,Acquisition Support,169650,18,3,196.8,214.3,7.2,5,114,Mar,W11,96,Yes
pi34268,Dorolice Maile,VA,-,no,no,Procurement,Acquisition Support,160900,20,2,270.9,233.5,10,1,127,Jan,W04,122,Yes
pm30108,Clair Bedlington,NC,Galaxy,no,no,Procurement,Acquisition Support,183250,14,3,207,167.8,6.4,8,74,Oct,W41,89,Yes
pq54867,Gwendolyn Shuttle,KY,Galaxy,no,no,Procurement,Acquisition Support,173400,19,1,240.3,225.1,9.6,5,125,Mar,W11,72,Yes
pr61249,Denyse Ditty,ND,iPhone,yes,yes,Procurement,Acquisition Support,188350,13,1,222.4,157.1,11.5,3,89,May,W19,82,Yes
pt35583,Jeanette Macak,HI,-,no,no,Procurement,Acquisition Support,159200,20,1,167.5,239.7,15.1,2,105,Feb,W08,121,Yes
pt56390,Karin Haysman,AR,iPhone,yes,yes,Procurement,Acquisition Support,187100,20,4,237.3,234.3,10.1,4,86,Jun,W24,81,Yes
pu64515,Aleda Robers,FL,iPhone,no,no,Procurement,Acquisition Support,134900,17,1,181.1,198.4,10.5,4,132,Jun,W26,93,Yes
pv11758,Elsa McCanny,AL,-,no,no,Procurement,Acquisition Support,136850,16,4,227.7,190.9,12.1,4,128,Mar,W12,120,Yes
pw85892,Leta Bullus,MO,-,no,no,Procurement,Acquisition Support,127000,17,1,209.5,196.5,14.9,3,120,Nov,W45,149,Yes
py15263,Ruby Wathell,DC,-,no,no,Procurement,Acquisition Support,190750,13,2,183.8,147.9,6.7,2,112,Nov,W49,124,Yes
pz63714,Billi Shiel,NJ,-,no,no,Procurement,Acquisition Support,132350,22,1,192.2,260.3,11,1,118,Oct,W41,114,Yes
qb36372,Bonnie Grigoriev,MO,-,no,no,Procurement,Acquisition Support,188450,16,3,194.1,193,6.5,4,97,Jan,W02,98,Yes
qb37272,Lyndy Vince,NY,-,no,no,Procurement,Acquisition Support,148150,16,3,258.2,186.6,12.9,5,143,Jan,W04,98,Yes
qc94819,Anabal Antonomolii,CO,-,no,no,Procurement,Acquisition Support,112550,10,1,197.7,121.6,8.6,2,116,Dec,W53,123,Yes
qe78691,Saree Ruos,NJ,iPhone,no,no,Procurement,Acquisition Support,187150,8,0,195.3,88.3,12.9,5,140,Jul,W29,92,Yes
qf31224,Dulcia Olenikov,ID,-,yes,no,Procurement,Acquisition Support,131400,21,3,160,241.6,12.6,1,124,Aug,W32,104,Yes
qg96292,Bobbi Shilling,IL,-,yes,no,Procurement,Acquisition Support,131000,17,4,276.7,195.3,13.2,2,165,Oct,W41,126,Yes
qh87771,Jacquelynn Fitzjohn,NV,-,no,no,Procurement,Acquisition Support,234100,16,1,147.1,187.5,13.6,3,77,Jun,W25,154,Yes
qk17075,Lila Mannagh,NE,-,yes,no,Procurement,Acquisition Support,150700,18,3,240.2,211.8,9.3,7,117,Jan,W03,98,Yes
ql31052,Courtnay Ghidotti,ND,iPhone,yes,no,Procurement,Acquisition Support,150100,14,1,215.5,162.7,14.6,6,81,Aug,W35,91,Yes
ql32338,Lyndsie Tibb,WV,-,no,no,Procurement,Acquisition Support,199600,17,4,163.2,199.2,10,1,114,Jul,W30,128,Yes
qn18632,Fannie Lidierth,WV,-,no,no,Procurement,Acquisition Support,174850,14,2,269.7,161.9,12.5,6,98,Jun,W24,142,Yes
qo80312,Albertina Ayerst,ME,-,no,no,Procurement,Acquisition Support,133050,12,2,227.4,140.2,12.2,2,149,Jun,W24,105,Yes
qr42345,Luce Locock,NC,-,no,no,Procurement,Acquisition Support,176200,17,1,114.1,198.4,8.6,4,97,May,W20,119,Yes
qr46336,Amabelle Pohlak,RI,Galaxy,yes,no,Procurement,Acquisition Support,176450,13,1,232.8,152.7,9.7,3,92,Jul,W31,67,Yes
qs72667,Garnet Brinsford,MN,-,no,no,Procurement,Acquisition Support,129300,10,0,198,121,9.8,5,120,Jan,W03,98,Yes
qt82109,Tressa Kopacek,DE,-,no,no,Procurement,Acquisition Support,126250,23,1,193.6,276.4,12.4,3,99,May,W19,119,Yes
qt90193,Belita Boyton,SD,-,yes,no,Procurement,Acquisition Support,97150,16,3,240.4,190.3,12.6,7,118,Jun,W26,105,Yes
qu57910,Edith Petranek,DE,-,no,no,Procurement,Acquisition Support,167550,14,1,227.3,165.9,12.8,3,130,Oct,W43,113,Yes
qw22896,Bonni Tregent,WI,-,no,no,Procurement,Acquisition Support,146350,14,1,250.3,162.6,8.7,4,91,Apr,W18,95,Yes
qz31463,Beckie Ferrey,CT,-,no,no,Procurement,Acquisition Support,114650,21,3,236.2,248.4,14.7,2,145,Oct,W42,101,Yes
qz52029,Claudie Shilvock,OH,-,no,no,Procurement,Acquisition Support,114900,21,2,246.9,242,10.2,2,122,Oct,W42,101,Yes
qz84601,Dania Brearley,TX,-,yes,no,Procurement,Acquisition Support,257300,20,3,193.9,240.5,13.6,14,134,Mar,W11,96,Yes
ra40071,Enrika Prate,AK,iPhone,no,yes,Procurement,Acquisition Support,113050,22,1,214.3,262.8,11.2,3,108,Jul,W28,68,Yes
rb39860,Breanne Crannis,HI,-,no,no,Procurement,Acquisition Support,179450,15,4,221.5,176.7,14.7,7,81,Sep,W38,102,Yes
rc70392,Bili Dewbury,GA,-,yes,no,Procurement,Acquisition Support,203300,20,1,156.3,235.5,9.5,4,127,Nov,W47,112,Yes
rd17228,Maridel Molyneux,UT,-,no,no,Procurement,Acquisition Support,140250,21,1,170.3,249.7,12.6,8,101,Dec,W49,136,Yes
rd39749,Thelma Jandak,VT,-,no,no,Procurement,Acquisition Support,158100,22,4,98.9,262.3,11.5,6,111,May,W19,131,Yes
rg92869,Lane Chad,MO,-,no,no,Procurement,Acquisition Support,93100,28,1,258.6,332.1,6.6,7,63,Jan,W02,99,Yes
rh72493,Juli Tompkinson,FL,-,yes,yes,Procurement,Acquisition Support,79500,16,0,240.7,183.4,9.9,3,143,Aug,W34,115,Yes
rj49713,Angil Swinburn,OR,-,no,no,Procurement,Acquisition Support,176650,11,0,291.6,123.5,5.7,9,127,Nov,W45,113,Yes
rk16559,Vicki Hazeley,NH,-,yes,no,Procurement,Acquisition Support,240650,16,1,312.8,185.4,6.1,8,113,Mar,W13,96,Yes
rk91260,Liuka Vittel,WA,-,no,no,Procurement,Acquisition Support,177500,19,0,221.6,225.3,11.1,5,115,Dec,W51,124,Yes
rl41046,Sarita Gadsby,PA,Galaxy,no,no,Procurement,Acquisition Support,122050,12,3,194,141.8,10.8,5,101,Aug,W32,91,Yes
rl89117,Antonie L'Amie,OK,iPhone,no,no,Procurement,Acquisition Support,96550,13,2,187.7,158.6,10.5,6,113,Sep,W38,90,Yes
rm68973,Fanni Palatini,GA,Galaxy,no,no,Procurement,Acquisition Support,61800,18,1,65.8,208.6,9.9,3,132,Sep,W38,78,Yes
rm96883,Florenza Forestel,NE,-,no,no,Procurement,Acquisition Support,28900,24,0,129.6,278.6,11.5,3,76,Nov,W48,137,Yes
rr83110,Annabelle Cartmael,KS,-,no,no,Procurement,Acquisition Support,161600,15,1,279.8,182.2,13,2,131,Mar,W13,108,Yes
rs46361,Althea Walford,CA,Galaxy,yes,no,Procurement,Acquisition Support,161150,15,2,179.6,179,11.4,5,152,Jun,W24,45,Yes
rv85397,Nerita Henric,MT,-,yes,no,Procurement,Acquisition Support,136000,16,1,229.9,189.4,10.4,7,79,Apr,W17,107,Yes
rz35025,Nannette Drinan,DC,-,yes,no,Procurement,Acquisition Support,144350,6,1,144.4,65.2,10.9,4,131,Mar,W12,108,Yes
rz35419,Corena Leadbeatter,WV,-,no,no,Procurement,Acquisition Support,192000,14,1,272.1,162.8,10.1,4,121,Sep,W40,126,Yes
rz84727,Janot Corselles,NV,-,yes,no,Procurement,Acquisition Support,195650,17,1,215.4,196.1,10.4,2,93,Feb,W07,110,Yes
sa21300,Meridith Rehn,PA,-,no,no,Procurement,Acquisition Support,197050,13,3,269.2,150.6,11.6,7,121,Dec,W50,124,Yes
sa85939,Steffane Jeandon,HI,-,no,no,Procurement,Acquisition Support,101400,18,1,178.7,215.1,11.1,1,124,Mar,W11,121,Yes
sb86058,Linnea Ahrenius,WV,-,no,yes,Procurement,Acquisition Support,137600,17,1,134,200.9,10.7,4,129,Jun,W23,142,Yes
sc53480,Dix Jupp,NY,-,yes,no,Procurement,Acquisition Support,113300,16,2,161.5,185.7,5.6,4,126,Oct,W40,114,Yes
sc53673,Maura Hove,WV,-,yes,no,Procurement,Acquisition Support,166350,9,2,157.4,106.2,5.3,3,110,Jan,W04,122,Yes
se13504,Modestine Schurcke,MT,-,no,no,Procurement,Acquisition Support,85700,20,0,193.6,230,9.5,2,84,Aug,W32,116,Yes
se83392,Hedi Eaden,VA,iPhone,no,yes,Procurement,Acquisition Support,220900,21,3,134.4,245,8.4,3,137,Apr,W17,71,Yes
sg72044,Wilow Gristwood,RI,-,yes,no,Procurement,Acquisition Support,188600,22,2,250.5,254.7,7.2,5,99,Jun,W25,117,Yes
sh26925,Hilda Myton,DE,-,yes,no,Procurement,Acquisition Support,88150,20,2,256.6,236.3,14.8,4,93,Aug,W32,104,Yes
sj28789,Maryjane Risso,NE,iPhone,yes,yes,Procurement,Acquisition Support,170250,17,1,151.1,197.8,10.4,3,106,Dec,W51,75,Yes
sj64807,Blythe Knapp,NC,-,no,no,Procurement,Acquisition Support,140850,22,1,170.8,257.4,10,4,95,Feb,W06,97,Yes
sm32498,Leshia MacKerley,WY,Galaxy,no,no,Procurement,Acquisition Support,209450,14,1,170.9,160.3,7.6,7,103,Jan,W02,86,Yes
so24854,Albina Murkitt,HI,Galaxy,no,yes,Procurement,Acquisition Support,186050,18,0,203.3,208,11.1,4,100,Aug,W35,91,Yes
sp53700,Modestine Dahmke,WI,-,no,no,Procurement,Acquisition Support,165150,11,2,229.5,123.6,10.2,2,148,Sep,W38,102,Yes
sw90797,Dayna Giffin,RI,-,no,no,Procurement,Acquisition Support,118600,25,0,129.4,289.3,13.1,8,120,Jan,W04,122,Yes
sx10959,Keelia Heinsen,DC,iPhone,no,no,Procurement,Acquisition Support,144950,10,2,187.9,118.2,11.2,7,131,Sep,W39,90,Yes
sx77282,Susann Heymann,DE,iPhone,yes,no,Procurement,Acquisition Support,118000,12,1,183.8,142,11.8,7,123,Apr,W15,83,Yes
sz95322,Kerrin Surmeir,AZ,iPhone,yes,yes,Procurement,Acquisition Support,238950,17,0,94.3,198,7.5,3,118,Aug,W34,91,Yes
ta79563,Monah Roo,KY,-,yes,no,Procurement,Acquisition Support,75500,9,3,172.7,109.6,7.1,9,109,Apr,W17,107,Yes
td21961,Anna-maria Elks,NC,-,no,no,Procurement,Acquisition Support,209450,19,0,166.4,228.1,9.1,8,139,Jan,W03,110,Yes
td75671,Consuela Pedley,OK,iPhone,no,no,Procurement,Acquisition Support,149850,8,2,207.2,93.4,9.6,1,140,Nov,W48,88,Yes
tg49717,Rory Derham,OH,-,yes,no,Procurement,Acquisition Support,184550,19,2,249.5,220.8,8,5,149,Apr,W14,96,Yes
th37858,Myriam Deekes,CA,-,no,no,Procurement,Acquisition Support,214300,19,1,155.6,226.1,13.8,3,118,Oct,W43,113,Yes
th77745,Mehetabel Stoker,WA,-,yes,no,Procurement,Acquisition Support,183450,24,1,192.1,285.2,6.9,3,91,Sep,W40,126,Yes
th86790,Minnnie Easbie,TN,-,no,no,Procurement,Acquisition Support,157250,17,3,170.5,203.7,14.1,3,144,Dec,W50,124,Yes
tj30988,Jinny Farncombe,MI,-,yes,no,Procurement,Acquisition Support,192450,20,1,133.6,234.7,10.8,7,112,Mar,W11,121,Yes
tj54320,Tabitha Carle,ME,-,no,no,Procurement,Acquisition Support,112200,20,1,313.4,231.2,8.7,10,89,Jan,W02,99,Yes
tm21976,Guinevere Hudel,OK,-,yes,no,Procurement,Acquisition Support,99350,20,0,127.7,232.4,11,9,112,Dec,W50,124,Yes
tn29679,Sarena Barus,SC,Galaxy,yes,no,Procurement,Acquisition Support,133550,15,1,184.5,172.4,11.1,9,112,Jul,W29,80,Yes
to38237,Cheryl Patchett,WY,Galaxy,no,no,Procurement,Acquisition Support,94250,10,1,190.5,115.6,15.8,9,105,Oct,W43,77,Yes
